Costitems,CostType,hours,customer,estimator,status,projectName,dateUpdated,dateCreated,projectNumber,Quantity,cost,sales
Bollards Labor,Labor,42,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Prestige Painting,1/16/2026,3/21/2025,PRE-25-001,42,"$1,491.00 ","$1,983.03 "
#5 Rebar - 20' Pc,Part,0,"Benchmark Construction Co., Inc.",Steffy Rick,Bid Submitted,Fellowship Community - IL Apartment Building,1/16/2026,9/22/2025,2509 - FCAB,133,"$1,489.60 ","$1,981.17 "
Foundation Labor ,Labor,20,Heck Construction,Steffy Rick,Bid Submitted,Chester County SWA HHW Facility,1/16/2026,12/3/2025,2511 - CCSWA,20,"$1,478.00 ","$1,980.52 "
#4 Rebar - 20' Pc,Part,0,Paul Risk Construction,Steffy Rick,Bid Submitted,Piazza Porsche,1/16/2026,8/4/2025,2508-PP,219.75,"$1,476.72 ","$1,978.80 "
Slab On Grade Concrete  ,Part,0,Brecknock Builders LLC,Steffy Rick,Bid Submitted,Smucker Energy,1/16/2026,6/16/2025,2506 - SE,11,"$1,486.65 ","$1,977.24 "
Foundation Concrete  ,Part,0,"Ames Construction, Inc.",Steffy Rick,Bid Submitted,WaWa #8191 Hummelstown Ames,1/16/2026,7/2/2025,2506 - WH,5.33,"$1,497.20 ","$1,976.30 "
Wire Mesh 10 ga (1.4x1.4 6x6) 5'x10' Sheet,Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Offroad Motorsports,1/16/2026,9/2/2025,2509-ORMS,202.98,"$1,485.81 ","$1,976.13 "
4000 Psi Rohrers Concrete  ,Part,0,Funk Construction,Stoltzfus Jr Isaac,Estimating,Cornwall Manor Woods Campus Apartments ,1/16/2026,1/5/2026,2512 - CA,10.5,"$1,452.47 ","$1,975.35 "
Travel Labor,Labor,38.5,Heck Construction,Steffy Rick,Bid Submitted,Cloister Warehouse,1/16/2026,11/18/2025,2511 - CW,38.5,"$1,463.00 ","$1,975.05 "
Management,Labor,27,"Hoover Building Specialists, Inc.",Swinehart Shelly,In Progress,Shank Door Main Building,1/16/2026,10/28/2025,2506-SDMB,27,"$1,485.00 ","$1,975.05 "
Foundation Concrete  ,Part,0,"Benchmark Construction Co., Inc.",Steffy Rick,Bid Submitted,Fellowship Community - IL Apartment Building,1/16/2026,9/22/2025,2509 - FCAB,9,"$1,485.00 ","$1,975.05 "
Slab On Grade Concrete  ,Part,0,"Benchmark Construction Co., Inc.",Steffy Rick,Bid Submitted,Fellowship Community - IL Apartment Building,1/16/2026,9/22/2025,2509 - FCAB,9,"$1,485.00 ","$1,975.05 "
Bollards Labor,Labor,40,"Centurion Construction Group, LLC",Stoltzfus Jr Isaac,Bid Submitted,Godshall's Quality Meats,1/16/2026,5/2/2025,2505-GM,40,"$1,420.00 ","$1,973.80 "
#5 Rebar - 20' Pc,Part,0,Buch Construction,Stoltzfus Jr Isaac,Bid Submitted,Broadcasting Village,1/16/2026,8/4/2025,BV-25-001,152,"$1,483.52 ","$1,973.08 "
4500 Psi Rohrers Concrete,Part,0,Buch Construction,Stoltzfus Jr Isaac,Bid Submitted,Broadcasting Village,1/16/2026,8/4/2025,BV-25-001,5,"$1,477.20 ","$1,972.06 "
Site Concrete Labor ,Labor,39,Brecknock Builders LLC,Swinehart Shelly,Bid Submitted,Rushtown Poultry,1/16/2026,11/20/2025,2511-RP,39,"$1,482.00 ","$1,971.06 "
Rebar #4 - 20' pc,Part,0,Funk Construction,Stoltzfus Jr Isaac,Complete,Londonderry Village Villa B,1/16/2026,12/27/2024,LV-24-001 ,265,"$1,470.75 ","$1,970.81 "
Wire Mesh 10 ga (6x6) 5'x10' Sheet,Part,0,High Construction Company,Stoltzfus Jr Isaac,In Progress,Greenfield Clubhouse,1/16/2026,2/10/2025,GC-24-002,181,"$1,504.11 ","$1,970.38 "
Trailer Pump (Includes 3 hr) ,Subcontractor,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Martin Appliance- Reading,1/16/2026,9/25/2025,2509-MAR,3,"$1,758.54 ","$1,969.56 "
Foundation Labor ,Labor,37,"Benchmark Construction Co., Inc.",Steffy Rick,Bid Submitted,SLI George Street,1/16/2026,10/28/2025,2510 - SLIGS,37,"$1,406.00 ","$1,968.40 "
Travel Labor,Labor,37,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Ave Horsham Apartments + Garage,1/16/2026,11/4/2025,2510 - HA,37,"$1,406.00 ","$1,968.40 "
8. Travel Labor,Labor,42,"Benchmark Construction Co., Inc.",Stoltzfus Jr Isaac,In Progress,UGI Middletown Warehouse,1/16/2026,4/8/2025,MW-25-001,42,"$1,491.00 ","$1,968.12 "
 1. Labor,Labor,21,American Construction And Concrete,Stoltzfus Jr Isaac,Lost,Townplace Suites - Lebanon,1/16/2026,2/20/2025,TS-25-001,21,"$1,491.00 ","$1,968.12 "
 1. Labor,Labor,21,Speedwell Construction Inc.,Stoltzfus Jr Isaac,Lost,Townplace Suites - Lebanon,1/16/2026,2/11/2025,TS-25-001,21,"$1,491.00 ","$1,968.12 "
#4 Rebar - 20' Pc,Part,0,High Construction Company,Stoltzfus Jr Isaac,Bid Submitted,Collegeville Apartments,1/16/2026,11/14/2025,CA-25-001,197,"$1,414.46 ","$1,966.10 "
Travel Labor,Labor,38.9,Keystruct Construction LLC,Steffy Rick,Bid Submitted,Commerce Drive Production Facility,1/16/2026,4/25/2025,CD - 25 - 001,38.9,"$1,478.20 ","$1,966.01 "
Wire Mesh 10 ga (1.4x1.4 6x6) 5'x10' Sheet,Part,0,Buch Construction,Stoltzfus Jr Isaac,Bid Submitted,Broadcasting Village,1/16/2026,8/4/2025,BV-25-001,200,"$1,478.00 ","$1,965.74 "
Trailer Pump (Includes 3 hr) ,Subcontractor,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Weavertown Mennonite School,1/16/2026,12/4/2025,2511-WMS,3,"$1,769.67 ","$1,964.33 "
Travel Labor,Labor,38,Funk Construction,Stoltzfus Jr Isaac,Estimating,Cornwall Manor Woods Campus Apartments ,1/16/2026,1/5/2026,2512 - CA,38,"$1,444.00 ","$1,963.84 "
Travel Labor,Labor,38.8,Scenic Ridge Construction,Steffy Rick,In Progress,Alexander Drive Addition,1/16/2026,8/25/2025,2508 - ADA,38.8,"$1,474.40 ","$1,960.95 "
"Chairs 3"" (5' section)",Part,0,"B.R. Kreider & Son, Inc.",Steffy Rick,Lost,Hershey Park Artist Compound,1/16/2026,10/9/2025,2510 - HPAC,676,"$1,352.00 ","$1,960.40 "
4000 Psi Concrete with Fiber ,Part,0,Weaver Construction,Stoltzfus Jr Isaac,Bid Submitted,Lancaster Archery,1/16/2026,12/1/2025,2506-LA,8,"$1,400.00 ","$1,960.00 "
Fiber 1.5 lbs. per yard,Part,0,Heck Construction,Stoltzfus Jr Isaac,Lost,Poplar Square Apartment Building,1/16/2026,12/12/2024,PS - 24 - 001,136,"$1,496.00 ","$1,959.76 "
Slab On Grade Concrete - House Keeping Pads,Part,0,"Hoover Building Specialists, Inc.",Steffy Rick,Bid Submitted,Stevens Feed Mill Schoeneck,1/16/2026,10/20/2025,2509 - SFMS,10,"$1,473.40 ","$1,959.62 "
Foundation Concrete  ,Part,0,Heck Construction,Steffy Rick,In Progress,Ducklings Ambassador Circle,1/16/2026,5/7/2025,DAC - 25 - 001,10.88,"$1,470.43 ","$1,955.67 "
F100 Fiber Mesh,Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,In Progress,Sauders Feedmill,1/16/2026,11/4/2025,2511-SFM,146,"$1,470.22 ","$1,955.39 "
Travel Labor,Labor,37,High Construction Company,Stoltzfus Jr Isaac,Bid Submitted,Collegeville Apartments,1/16/2026,11/6/2025,CA-25-001,37,"$1,406.00 ","$1,954.34 "
"Expansion Rigid Foam 4""x10'",Part,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,CANVAS Lawrenceville-Apartments,1/16/2026,10/6/2025,2506 - CL ,374,"$1,466.08 ","$1,949.89 "
Site Concrete Labor ,Labor,38,"A & E Construction, Inc.",Stoltzfus Jr Isaac,Lost,Giant Food Store #6582,1/16/2026,10/30/2025,2508 - GI,38,"$1,444.00 ","$1,949.40 "
Site Concrete Labor ,Labor,38,"Ames Construction, Inc.",Stoltzfus Jr Isaac,Accepted,Giant #6582,1/16/2026,12/3/2025,2508 - GI,38,"$1,444.00 ","$1,949.40 "
Site Concrete Labor ,Labor,38,Lynmar Builders,Stoltzfus Jr Isaac,Lost,Giant Food Store,1/16/2026,10/30/2025,2508 - GI,38,"$1,444.00 ","$1,949.40 "
Site Concrete Labor ,Labor,38,Speedwell Construction Inc.,Stoltzfus Jr Isaac,Lost,Giant Food Store,1/16/2026,10/27/2025,2508 - GI,38,"$1,444.00 ","$1,949.40 "
Site Concrete  ,Part,0,J.E. Horst Building and Remodeling,Steffy Rick,Bid Submitted,L&L Marketplace,1/16/2026,12/29/2025,2512 - LLM,8.25,"$1,443.75 ","$1,949.06 "
Rebar #8 - 20' pc,Part,0,"Caldwell, Heckles and Egan, Inc.",Stoltzfus Jr Isaac,Lost,Railroad Museum of PA,1/16/2026,2/27/2025,RM-25-001,57,"$1,452.93 ","$1,946.93 "
Rebar #8 - 20' pc,Part,0,eciConstruction,Stoltzfus Jr Isaac,Lost,Railroad Museum of PA,1/16/2026,3/19/2025,RM-25-001,57,"$1,452.93 ","$1,946.93 "
Rebar #8 - 20' pc,Part,0,George Allen Construction,Stoltzfus Jr Isaac,Lost,Railroad Museum of PA,1/16/2026,3/19/2025,RM-25-001,57,"$1,452.93 ","$1,946.93 "
Travel Labor,Labor,38.5,CH+N Site,Steffy Rick,Bid Submitted,GLC Lehigh Valley Warehouse,1/16/2026,1/6/2026,2601 - GLC,38.5,"$1,463.00 ","$1,945.79 "
Travel Labor,Labor,38.5,Horst Excavating,Steffy Rick,Bid Submitted,GLC Lehigh Valley Warehouse,1/16/2026,1/6/2026,2601 - GLC,38.5,"$1,463.00 ","$1,945.79 "
"Viper Tape 4"" x 180'",Part,0,Warfel Construction,Stoltzfus Jr Isaac,Bid Submitted,ACTS Lower Gwynedd - Oakbridge Terrace,1/16/2026,9/24/2025,2508 - OT,60,"$1,461.00 ","$1,943.13 "
"Viper Tape 4"" x 180'",Part,0,Wohlsen Construction Company,Stoltzfus Jr Isaac,Bid Submitted,ACTS Lower Gwynedd - Oakbridge Terrace,1/16/2026,9/24/2025,2508 - OT,60,"$1,461.00 ","$1,943.13 "
Travel Labor,Labor,38.4,"Hoover Building Specialists, Inc.",Steffy Rick,Bid Submitted,Superior Truss Lumber Storage Addition,1/16/2026,7/10/2025,2507 - STLSA,38.4,"$1,459.20 ","$1,940.74 "
Travel Labor,Labor,38.4,"Hoover Building Specialists, Inc.",Steffy Rick,Bid Submitted,Superior Truss Storage Shed,1/16/2026,9/4/2025,2507 - STSS,38.4,"$1,459.20 ","$1,940.74 "
Travel Labor,Labor,38.4,Keystruct Construction LLC,Steffy Rick,Bid Submitted,Commerce Drive Production Facility,1/16/2026,4/25/2025,CD - 25 - 001,38.4,"$1,459.20 ","$1,940.74 "
"Bollard Sch 40 6""x7'6"" (primed)",Part,0,AB Martin,Stoltzfus Jr Isaac,In Progress,AB Martin 34 Denver Road,1/16/2026,8/4/2025,2508-AB,8,"$1,458.56 ","$1,939.88 "
"Bollard Sch 40 4""x4'6"" (primed)",Part,0,"Hoover Building Specialists, Inc.",Steffy Rick,Bid Submitted,Village Farm Market ,1/16/2026,12/31/2025,2512 - VFM,8,"$1,458.56 ","$1,939.88 "
#5 Rebar - 20' Pc,Part,0,MK Builders,Stoltzfus Jr Isaac,Bid Submitted,Lumber Storage Building,1/16/2026,8/29/2025,2508 - LS,140,"$1,436.40 ","$1,939.14 "
Travel Labor,Labor,34,"Centurion Construction Group, LLC",Stoltzfus Jr Isaac,Bid Submitted,DAF Water Treatment Plant ,1/16/2026,12/3/2025,2503-DW,34,"$1,292.00 ","$1,938.00 "
Shop Drawings,Part,0,Bozzuto Construction Company,Stoltzfus Jr Isaac,Bid Submitted,"Residences at Providence Town Center, Phase 3",1/16/2026,8/15/2025,RP-25-001,1,"$1,729.00 ","$1,936.48 "
Bollards Labor,Labor,41,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Rushtown Poultry,1/16/2026,11/6/2025,2511-RP,41,"$1,455.50 ","$1,935.82 "
8. Travel Labor,Labor,20.5,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Destiny Builders,1/16/2026,2/10/2025,DES-25-001,20.5,"$1,455.50 ","$1,935.82 "
Supervision ,Labor,15,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Ave Horsham Apartments + Garage,1/16/2026,11/4/2025,2510 - HA,15,"$1,380.00 ","$1,932.00 "
#8 H Rebar - 20' Pc,Part,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Willow Grove Apartments + Garage,1/16/2026,4/2/2025,WG-25-001,29,"$1,451.16 ","$1,930.04 "
#6 Rebar - 20' Pc,Part,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Willow Grove Apartments + Garage,1/16/2026,4/2/2025,WG-25-001,103,"$1,449.21 ","$1,927.45 "
Travel Labor,Labor,19.2,"Ames Construction, Inc.",Steffy Rick,Bid Submitted,WaWa #8191 Hummelstown Ames,1/16/2026,7/2/2025,2506 - WH,19.2,"$1,459.20 ","$1,926.14 "
"Chairs 2"" (5' section)",Part,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Willow Grove Apartments + Garage,1/16/2026,4/2/2025,WG-25-001,750,"$1,425.00 ","$1,923.75 "
Rebar #8 - 20' pc,Part,0,Heck Construction,Stoltzfus Jr Isaac,Lost,Poplar Square Apartment Building,1/16/2026,12/12/2024,PS - 24 - 001,66,"$1,466.52 ","$1,921.14 "
Slab On Grade Labor ,Labor,38,Brecknock Builders LLC,Stoltzfus Jr Isaac,Bid Submitted,Frecon Farms,1/16/2026,5/20/2025,2505-25,38,"$1,444.00 ","$1,920.52 "
Slab On Grade Labor ,Labor,38,Buch Construction,Stoltzfus Jr Isaac,Bid Submitted,Broadcasting Village,1/16/2026,8/4/2025,BV-25-001,38,"$1,444.00 ","$1,920.52 "
Travel Labor,Labor,38,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,CANVAS Lawrenceville-Apartments,1/16/2026,10/3/2025,2506 - CL ,38,"$1,444.00 ","$1,920.52 "
Continuous Footing Labor,Labor,38,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Willow Grove Apartments + Garage,1/16/2026,4/2/2025,WG-25-001,38,"$1,444.00 ","$1,920.52 "
Travel Labor,Labor,19,"Benchmark Construction Co., Inc.",Stoltzfus Jr Isaac,Lost,Meadows Hybrid Homes Buildings 1 &2,1/16/2026,4/7/2025,MH-25-001,19,"$1,444.00 ","$1,920.52 "
Travel Labor,Labor,19,Buch Construction,Stoltzfus Jr Isaac,Bid Submitted,Broadcasting Village,1/16/2026,8/4/2025,BV-25-001,19,"$1,444.00 ","$1,920.52 "
Travel Labor,Labor,19,EGStoltzfus Commercial Construction,Stoltzfus Jr Isaac,Lost,Meadows Hybrid Homes Buildings 1 &2,1/16/2026,4/7/2025,MH-25-001,19,"$1,444.00 ","$1,920.52 "
Travel Labor,Labor,19,High Construction Company,Stoltzfus Jr Isaac,Lost,Meadows Hybrid Homes Buildings 1 &2,1/16/2026,4/7/2025,MH-25-001,19,"$1,444.00 ","$1,920.52 "
Travel Labor,Labor,19,Metropolitan Companies,Stoltzfus Jr Isaac,Lost,Millersville Apartments ,1/16/2026,4/29/2025,MA-25-001,19,"$1,444.00 ","$1,920.52 "
Travel Labor,Labor,37.7,American Construction And Concrete,Steffy Rick,Bid Submitted,PSECU,1/16/2026,8/1/2025,2507 - PSECU,37.7,"$1,432.60 ","$1,919.68 "
Travel Labor,Labor,37.7,American Construction And Concrete,Steffy Rick,Bid Submitted,PSECU,1/16/2026,7/31/2025,2507 - PSECU,37.7,"$1,432.60 ","$1,919.68 "
Foundation Concrete  ,Part,0,"Benchmark Construction Co., Inc.",Steffy Rick,Bid Submitted,Hershey Lumber Company,1/16/2026,8/12/2025,2508 - HLC,10.2,"$1,432.59 ","$1,919.67 "
Vapor Barrier 10 mil 20'x100',Part,0,"Professional Design & Construction, LLC",Steffy Rick,Bid Submitted,Stable Hollow Facility,1/16/2026,4/7/2025,SHF - 25 - 001,10.03,"$1,442.01 ","$1,917.88 "
Foundation Concrete  ,Part,0,Warfel Construction,Steffy Rick,Bid Submitted,Landis Homes Barn,1/16/2026,11/5/2025,2511 - LHB,9.75,"$1,369.39 ","$1,917.14 "
L&M Curing Compound,Part,0,DML Poured Walls,Stoltzfus Jr Isaac,Bid Submitted,Complete Recycling Group ,1/16/2026,12/24/2025,2512 - CR,25.71,"$1,452.36 ","$1,917.11 "
Boom Pump Rental w/Operator,Subcontractor,0,Heck Construction,Stoltzfus Jr Isaac,Lost,Poplar Square Apartment Building,1/16/2026,12/12/2024,PS - 24 - 001,1,"$1,710.84 ","$1,916.14 "
Foundation Labor ,Labor,36,"Benchmark Construction Co., Inc.",Steffy Rick,Bid Submitted,SLI George Street,1/16/2026,10/27/2025,2510 - SLIGS,36,"$1,368.00 ","$1,915.20 "
Wall Labor,Labor,36,"Benchmark Construction Co., Inc.",Steffy Rick,Bid Submitted,SLI George Street,1/16/2026,10/27/2025,2510 - SLIGS,36,"$1,368.00 ","$1,915.20 "
Continuous Footing Labor,Labor,36,Keller Contracting LLC,Stoltzfus Jr Isaac,Bid Submitted,St Peters Church,1/16/2026,10/21/2025,2510 - SP,36,"$1,368.00 ","$1,915.20 "
Continuous Footing Labor,Labor,36,Kinsley Construction,Stoltzfus Jr Isaac,Bid Submitted,St Peters Church,1/16/2026,10/21/2025,2510 - SP,36,"$1,368.00 ","$1,915.20 "
Foundation Labor ,Labor,36,Warfel Construction,Steffy Rick,Bid Submitted,Landis Homes Barn,1/16/2026,11/5/2025,2511 - LHB,36,"$1,368.00 ","$1,915.20 "
Site Concrete Labor ,Labor,36,Warfel Construction,Steffy Rick,Bid Submitted,Landis Homes Barn,1/16/2026,11/7/2025,2511 - LHB,36,"$1,368.00 ","$1,915.20 "
Site Concrete Labor ,Labor,36,Warfel Construction,Steffy Rick,Bid Submitted,Landis Homes Barn,1/16/2026,11/5/2025,2511 - LHB,36,"$1,368.00 ","$1,915.20 "
Labor Slab On Grade ,Labor,36,Warfel Construction,Steffy Rick,In Progress,Veritas Academy,1/16/2026,12/12/2025,2511 - VA,36,"$1,368.00 ","$1,915.20 "
Somero SRS4 (boom screed) (8 hr minimum),Equipment,0,Buch Construction,Stoltzfus Jr Isaac,Bid Submitted,Broadcasting Village,1/16/2026,8/4/2025,BV-25-001,1,"$1,440.00 ","$1,915.20 "
"GreenGuard Scoreboard 2""x4'x8'",Part,0,Buch Construction,Stoltzfus Jr Isaac,Bid Submitted,Broadcasting Village,1/16/2026,8/4/2025,BV-25-001,24,"$1,439.28 ","$1,914.24 "
Travel Labor,Labor,37,"A & E Construction, Inc.",Stoltzfus Jr Isaac,Bid Submitted,Village at Painters Crossing ,1/16/2026,12/23/2025,2512 - PC,37,"$1,406.00 ","$1,912.16 "
Travel Labor,Labor,37,Caritas Construction,Stoltzfus Jr Isaac,Bid Submitted,Village at Painters Crossing ,1/16/2026,12/24/2025,2512 - PC,37,"$1,406.00 ","$1,912.16 "
Management,Labor,25,High Construction Company,Stoltzfus Jr Isaac,Bid Submitted,Collegeville Apartments,1/16/2026,11/19/2025,CA-25-001,25,"$1,375.00 ","$1,911.25 "
Management,Labor,25,High Construction Company,Stoltzfus Jr Isaac,Bid Submitted,Collegeville Apartments,1/16/2026,11/6/2025,CA-25-001,25,"$1,375.00 ","$1,911.25 "
 Concrete,Part,0,"B.R. Kreider & Son, Inc.",Steffy Rick,Bid Submitted,Summerdale Apartments,1/16/2026,1/28/2025,SA - 25 - 001,9.5,"$1,434.98 ","$1,908.52 "
4000 psi Concrete  ,Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Martin Appliance- Reading,1/16/2026,9/18/2025,2509-MAR,9.5,"$1,434.98 ","$1,908.52 "
Wire Mesh 6 ga (2.9x2.9 6x6) 5'x10' Sheet,Part,0,CH+N Site,Steffy Rick,Bid Submitted,GLC Lehigh Valley Warehouse,1/16/2026,1/6/2026,2601 - GLC,97,"$1,432.69 ","$1,905.48 "
Wire Mesh 6 ga (2.9x2.9 6x6) 5'x10' Sheet,Part,0,Horst Excavating,Steffy Rick,Bid Submitted,GLC Lehigh Valley Warehouse,1/16/2026,1/6/2026,2601 - GLC,97,"$1,432.69 ","$1,905.48 "
Travel Labor,Labor,37.7,Funk Construction,Steffy Rick,Bid Submitted,Caring Cupboard,1/16/2026,7/29/2025,2507 - CC,37.7,"$1,432.60 ","$1,905.36 "
Boom Pump Rental w/Operator,Subcontractor,0,Warfel Construction,Stoltzfus Jr Isaac,In Progress,Tel Hai Health Center,1/16/2026,9/17/2025,2506 - TH,1,"$1,700.90 ","$1,905.01 "
Trailer Pump (Includes 3 hr) ,Subcontractor,0,Scenic Ridge Construction,Stoltzfus Jr Isaac,Bid Submitted,Sadsbury Commons,1/16/2026,9/10/2025,2508 - SC,2,"$1,700.00 ","$1,904.00 "
Rebar #4 - 20' pc,Part,0,George Allen Construction,Stoltzfus Jr Isaac,Lost,Railroad Museum of PA,1/16/2026,3/19/2025,RM-25-001,223,"$1,420.51 ","$1,903.48 "
 2. Continuous Footers Labor ,Labor,40,IMC Construction,Stoltzfus Jr Isaac,Lost,Greystar Great Valley Residential,1/16/2026,12/30/2024,GR-25-001 ,40,"$1,420.00 ","$1,902.80 "
8. Travel Labor,Labor,40,IMC Construction,Stoltzfus Jr Isaac,Lost,Greystar Great Valley Residential,1/16/2026,1/13/2025,GR-25-001 ,40,"$1,420.00 ","$1,902.80 "
Trailer Pump (Includes 3 hr) ,Subcontractor,0,J.E. Horst Building and Remodeling,Steffy Rick,Bid Submitted,L&L Marketplace,1/16/2026,12/29/2025,2512 - LLM,1,"$1,698.92 ","$1,902.79 "
Management,Labor,26,CH+N Site,Steffy Rick,Bid Submitted,GLC Lehigh Valley Warehouse,1/16/2026,1/5/2026,2601 - GLC,26,"$1,430.00 ","$1,901.90 "
Management,Labor,26,Horst Excavating,Steffy Rick,Bid Submitted,GLC Lehigh Valley Warehouse,1/16/2026,1/6/2026,2601 - GLC,26,"$1,430.00 ","$1,901.90 "
F100 Fiber Mesh,Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,J-Tech,1/16/2026,11/17/2025,2511-JT,142,"$1,429.94 ","$1,901.82 "
Continuous Footing Labor,Labor,36,"Centurion Construction Group, LLC",Stoltzfus Jr Isaac,Bid Submitted,St Peters,1/16/2026,10/21/2025,2510 - SP,36,"$1,368.00 ","$1,901.52 "
Continuous Footing Labor,Labor,36,Funk Construction,Stoltzfus Jr Isaac,Bid Submitted,St Peters,1/16/2026,10/21/2025,2510 - SP,36,"$1,368.00 ","$1,901.52 "
Foundation Labor ,Labor,36,High Construction Company,Stoltzfus Jr Isaac,Bid Submitted,Collegeville Apartments,1/16/2026,11/6/2025,CA-25-001,36,"$1,368.00 ","$1,901.52 "
Travel Labor,Labor,9,High Construction Company,Stoltzfus Jr Isaac,Bid Submitted,Collegeville Apartments,1/16/2026,11/6/2025,CA-25-001,9,"$1,368.00 ","$1,901.52 "
Somero SRS4 (boom screed) (8 hr minimum),Equipment,0,"Benchmark Construction Co., Inc.",Stoltzfus Jr Isaac,In Progress,UGI Middletown Warehouse,1/16/2026,4/8/2025,MW-25-001,1,"$1,440.00 ","$1,900.80 "
#4 Rebar - 20' Pc,Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Foxcraft Cabinets,1/16/2026,12/30/2025,2511-FC,199,"$1,428.82 ","$1,900.33 "
Travel Labor,Labor,37,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Willow Grove Apartments + Garage,1/16/2026,4/2/2025,WG-25-001,37,"$1,406.00 ","$1,898.10 "
Travel Labor,Labor,37,J.E. Horst Building and Remodeling,Steffy Rick,In Progress,Dutch Cousins Campground,1/16/2026,10/24/2025,2510 - DCC,37,"$1,406.00 ","$1,898.10 "
L&M Curing Compound,Part,0,"Hoover Building Specialists, Inc.",Swinehart Shelly,Bid Submitted,Farmer Boy Ag,1/16/2026,12/19/2025,2512-FBA,25.26,"$1,426.94 ","$1,897.83 "
#6 Rebar - 20' Pc,Part,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Ave Horsham Apartments + Garage,1/16/2026,11/4/2025,2510 - HA,84,"$1,354.92 ","$1,896.89 "
4500 Psi Concrete  ,Part,0,High Construction Company,Stoltzfus Jr Isaac,Bid Submitted,Collegeville Apartments,1/16/2026,11/6/2025,CA-25-001,8.5,"$1,361.02 ","$1,891.82 "
#4 Rebar - 20' Pc,Part,0,"B.R. Kreider & Son, Inc.",Steffy Rick,Bid Submitted,Baron Run,1/16/2026,10/1/2025,2510 - BR,198,"$1,421.64 ","$1,890.78 "
"Chairs 2"" (5' section)",Part,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Ave Horsham Apartments + Garage,1/16/2026,11/4/2025,2510 - HA,726,"$1,350.36 ","$1,890.50 "
#5 Rebar - 20' Pc,Part,0,"A & E Construction, Inc.",Stoltzfus Jr Isaac,Lost,Giant Food Store #6582,1/16/2026,10/30/2025,2508 - GI,125,"$1,400.00 ","$1,890.00 "
#5 Rebar - 20' Pc,Part,0,"Ames Construction, Inc.",Stoltzfus Jr Isaac,Accepted,Giant #6582,1/16/2026,12/3/2025,2508 - GI,125,"$1,400.00 ","$1,890.00 "
#5 Rebar - 20' Pc,Part,0,Lynmar Builders,Stoltzfus Jr Isaac,Lost,Giant Food Store,1/16/2026,10/30/2025,2508 - GI,125,"$1,400.00 ","$1,890.00 "
#5 Rebar - 20' Pc,Part,0,Speedwell Construction Inc.,Stoltzfus Jr Isaac,Lost,Giant Food Store,1/16/2026,10/27/2025,2508 - GI,125,"$1,400.00 ","$1,890.00 "
4500 Psi Concrete  ,Part,0,"Centurion Construction Group, LLC",Stoltzfus Jr Isaac,Bid Submitted,Members First Gettysburg ,1/16/2026,12/15/2025,2512-MF,4.5,"$1,260.00 ","$1,890.00 "
Travel Labor,Labor,34.3,Speedwell Construction Inc.,Steffy Rick,Lost,Piazza Volkswagen,1/16/2026,7/9/2025,2506 - PV,34.3,"$1,303.40 ","$1,889.93 "
V-Seal 102 5 gal,Part,0,CBG Building Company,Stoltzfus Jr Isaac,Bid Submitted,Ave Horsham Apartments + Garage,1/16/2026,11/4/2025,2510 - HA,7.18,"$1,349.77 ","$1,889.68 "
#4 Rebar - 20' Pc,Part,0,High Construction Company,Steffy Rick,Bid Submitted,Highlands Flex Warehouse,1/16/2026,10/15/2025,2510 - HFW,237,"$1,701.66 ","$1,888.84 "
 1. Labor,Labor,40,"Hoover Building Specialists, Inc.",Steffy Rick,Lost,New Haven Restrooms,1/16/2026,12/30/2024,NHR -  24 - 001,40,"$1,420.00 ","$1,888.60 "
Bollards Labor,Labor,38,Warfel Construction,Steffy Rick,Bid Submitted,Landis Homes - Grounds Keeping Building,1/16/2026,11/25/2025,2511 - LHGB,38,"$1,349.00 ","$1,888.60 "
 1. Labor,Labor,20,"Hoover Building Specialists, Inc.",Steffy Rick,Lost,Clark Transport Addition,1/16/2026,12/30/2024,CTA - 24 - 001,20,"$1,420.00 ","$1,888.60 "
